dataset_id,language,category,source_type,valid,difficulty,labels,text,notes
python_syscall_v1,Python,syscall,synthetic,True,low_level,"[""project_training"", ""python"", ""syscall"", ""llm_learning""]","import os

with open('/tmp/pid.txt', 'w', encoding='utf-8') as fh:
    fh.write(str(os.getpid()))
",Python syscall v1 sample built for end-to-end LLM training and project generation.
python_syscall_v2,Python,syscall,synthetic,True,low_level,"[""project_training"", ""python"", ""syscall"", ""llm_learning""]","import os

with open('/tmp/pid.txt', 'w', encoding='utf-8') as fh:
    fh.write(str(os.getpid()))
",Python syscall v2 sample built for end-to-end LLM training and project generation.
python_assembly_v1,Python,assembly,synthetic,True,low_level,"[""project_training"", ""python"", ""assembly"", ""llm_learning""]","section .text
    global _start
_start:
    mov eax, 1
    xor ebx, ebx
    int 0x80
",Python assembly v1 sample built for end-to-end LLM training and project generation.
python_assembly_v2,Python,assembly,synthetic,True,low_level,"[""project_training"", ""python"", ""assembly"", ""llm_learning""]","section .text
    global _start
_start:
    mov eax, 1
    xor ebx, ebx
    int 0x80
",Python assembly v2 sample built for end-to-end LLM training and project generation.
python_binary_v1,Python,binary,synthetic,True,low_level,"[""project_training"", ""python"", ""binary"", ""llm_learning""]",31 c0 31 db b0 01 40 89 c3 80 3d 2a 00 00 00 00 0f 05,Python binary v1 sample built for end-to-end LLM training and project generation.
python_binary_v2,Python,binary,synthetic,True,low_level,"[""project_training"", ""python"", ""binary"", ""llm_learning""]",31 c0 31 db b0 01 40 89 c3 80 3d 2a 00 00 00 00 0f 05,Python binary v2 sample built for end-to-end LLM training and project generation.
python_ml_preprocessor_v1,Python,ml_preprocessor,organic,True,core,"[""project_training"", ""python"", ""ml_preprocessor"", ""llm_learning""]","def normalize(values):
    return [float(v) / max(1.0, max(values)) for v in values]

print(normalize([10, 20, 30]))
",Python ml_preprocessor v1 sample built for end-to-end LLM training and project generation.
python_ml_preprocessor_v2,Python,ml_preprocessor,organic,True,core,"[""project_training"", ""python"", ""ml_preprocessor"", ""llm_learning""]","def normalize(values):
    return [float(v) / max(1.0, max(values)) for v in values]

print(normalize([10, 20, 30]))
",Python ml_preprocessor v2 sample built for end-to-end LLM training and project generation.
python_project_full_stack_v1,Python,project_full_stack,synthetic,True,core,"[""project_training"", ""python"", ""project_full_stack"", ""llm_learning""]","from flask import Flask, jsonify
app = Flask(__name__)

@app.get('/')
def index():
    return jsonify({'status': 'ready'})
",Python project_full_stack v1 sample built for end-to-end LLM training and project generation.
python_project_full_stack_v2,Python,project_full_stack,synthetic,True,core,"[""project_training"", ""python"", ""project_full_stack"", ""llm_learning""]","from flask import Flask, jsonify
app = Flask(__name__)

@app.get('/')
def index():
    return jsonify({'status': 'ready'})
",Python project_full_stack v2 sample built for end-to-end LLM training and project generation.
python_project_tooling_v1,Python,project_tooling,synthetic,True,core,"[""project_training"", ""python"", ""project_tooling"", ""llm_learning""]","import argparse

parser = argparse.ArgumentParser()
parser.add_argument('name')
print(parser.parse_args().name)
",Python project_tooling v1 sample built for end-to-end LLM training and project generation.
python_project_tooling_v2,Python,project_tooling,synthetic,True,core,"[""project_training"", ""python"", ""project_tooling"", ""llm_learning""]","import argparse

parser = argparse.ArgumentParser()
parser.add_argument('name')
print(parser.parse_args().name)
",Python project_tooling v2 sample built for end-to-end LLM training and project generation.
javascript_project_cli_v1,JavaScript,project_cli,synthetic,True,core,"[""project_training"", ""javascript"", ""project_cli"", ""llm_learning""]","const values = [12, 18, 21, 9, 31];
const total = values.reduce((sum, value) => sum + value, 0);
console.log('Total:', total);
console.log('Average:', (total / values.length).toFixed(2));
",JavaScript project_cli v1 sample built for end-to-end LLM training and project generation.
javascript_project_cli_v2,JavaScript,project_cli,synthetic,True,core,"[""project_training"", ""javascript"", ""project_cli"", ""llm_learning""]","const values = [12, 18, 21, 9, 31];
const total = values.reduce((sum, value) => sum + value, 0);
console.log('Total:', total);
console.log('Average:', (total / values.length).toFixed(2));
",JavaScript project_cli v2 sample built for end-to-end LLM training and project generation.
javascript_project_parser_v1,JavaScript,project_parser,organic,True,core,"[""project_training"", ""javascript"", ""project_parser"", ""llm_learning""]","const fs = require('fs');
const rows = fs.readFileSync('input.csv', 'utf8').trim().split('
').slice(1);
console.log(rows.length);
",JavaScript project_parser v1 sample built for end-to-end LLM training and project generation.
javascript_project_parser_v2,JavaScript,project_parser,organic,True,core,"[""project_training"", ""javascript"", ""project_parser"", ""llm_learning""]","const fs = require('fs');
const rows = fs.readFileSync('input.csv', 'utf8').trim().split('
').slice(1);
console.log(rows.length);
",JavaScript project_parser v2 sample built for end-to-end LLM training and project generation.
javascript_project_data_pipeline_v1,JavaScript,project_data_pipeline,organic,True,core,"[""project_training"", ""javascript"", ""project_data_pipeline"", ""llm_learning""]","const raw = ['1', '2', '', 'NA', '7'];
const cleaned = raw.filter(v => v && v !== 'NA').map(Number);
console.log(cleaned);
",JavaScript project_data_pipeline v1 sample built for end-to-end LLM training and project generation.
javascript_project_data_pipeline_v2,JavaScript,project_data_pipeline,organic,True,core,"[""project_training"", ""javascript"", ""project_data_pipeline"", ""llm_learning""]","const raw = ['1', '2', '', 'NA', '7'];
const cleaned = raw.filter(v => v && v !== 'NA').map(Number);
console.log(cleaned);
",JavaScript project_data_pipeline v2 sample built for end-to-end LLM training and project generation.
javascript_project_api_v1,JavaScript,project_api,synthetic,True,core,"[""project_training"", ""javascript"", ""project_api"", ""llm_learning""]","const express = require('express');
const app = express();
app.get('/health', (_, res) => res.json({ status: 'ok' }));
app.listen(3000);
",JavaScript project_api v1 sample built for end-to-end LLM training and project generation.
javascript_project_api_v2,JavaScript,project_api,synthetic,True,core,"[""project_training"", ""javascript"", ""project_api"", ""llm_learning""]","const express = require('express');
const app = express();
app.get('/health', (_, res) => res.json({ status: 'ok' }));
app.listen(3000);
",JavaScript project_api v2 sample built for end-to-end LLM training and project generation.
javascript_project_http_service_v1,JavaScript,project_http_service,synthetic,True,core,"[""project_training"", ""javascript"", ""project_http_service"", ""llm_learning""]","const http = require('http');
http.createServer((req, res) => { res.end(JSON.stringify({ ok: true })); }).listen(8080);
",JavaScript project_http_service v1 sample built for end-to-end LLM training and project generation.
javascript_project_http_service_v2,JavaScript,project_http_service,synthetic,True,core,"[""project_training"", ""javascript"", ""project_http_service"", ""llm_learning""]","const http = require('http');
http.createServer((req, res) => { res.end(JSON.stringify({ ok: true })); }).listen(8080);
",JavaScript project_http_service v2 sample built for end-to-end LLM training and project generation.
javascript_project_file_system_v1,JavaScript,project_file_system,organic,True,core,"[""project_training"", ""javascript"", ""project_file_system"", ""llm_learning""]","const fs = require('fs');
for (const name of fs.readdirSync('.')) if (name.endsWith('.js')) console.log(name);
",JavaScript project_file_system v1 sample built for end-to-end LLM training and project generation.
javascript_project_file_system_v2,JavaScript,project_file_system,organic,True,core,"[""project_training"", ""javascript"", ""project_file_system"", ""llm_learning""]","const fs = require('fs');
for (const name of fs.readdirSync('.')) if (name.endsWith('.js')) console.log(name);
",JavaScript project_file_system v2 sample built for end-to-end LLM training and project generation.
javascript_project_database_v1,JavaScript,project_database,organic,True,core,"[""project_training"", ""javascript"", ""project_database"", ""llm_learning""]","const sqlite3 = require('sqlite3').verbose();
const db = new sqlite3.Database('app.db');
db.run('CREATE TABLE IF NOT EXISTS users (id INTEGER PRIMARY KEY, name TEXT)');
",JavaScript project_database v1 sample built for end-to-end LLM training and project generation.
javascript_project_database_v2,JavaScript,project_database,organic,True,core,"[""project_training"", ""javascript"", ""project_database"", ""llm_learning""]","const sqlite3 = require('sqlite3').verbose();
const db = new sqlite3.Database('app.db');
db.run('CREATE TABLE IF NOT EXISTS users (id INTEGER PRIMARY KEY, name TEXT)');
",JavaScript project_database v2 sample built for end-to-end LLM training and project generation.
javascript_project_scheduler_v1,JavaScript,project_scheduler,synthetic,True,core,"[""project_training"", ""javascript"", ""project_scheduler"", ""llm_learning""]","setInterval(() => console.log('tick'), 5000);
",JavaScript project_scheduler v1 sample built for end-to-end LLM training and project generation.
javascript_project_scheduler_v2,JavaScript,project_scheduler,synthetic,True,core,"[""project_training"", ""javascript"", ""project_scheduler"", ""llm_learning""]","setInterval(() => console.log('tick'), 5000);
",JavaScript project_scheduler v2 sample built for end-to-end LLM training and project generation.
javascript_memory_v1,JavaScript,memory,synthetic,True,low_level,"[""project_training"", ""javascript"", ""memory"", ""llm_learning""]","function copyBytes(src, dst) {
  for (let i = 0; i < src.length; i++) dst[i] = src[i];
  return dst;
}
",JavaScript memory v1 sample built for end-to-end LLM training and project generation.
javascript_memory_v2,JavaScript,memory,synthetic,True,low_level,"[""project_training"", ""javascript"", ""memory"", ""llm_learning""]","function copyBytes(src, dst) {
  for (let i = 0; i < src.length; i++) dst[i] = src[i];
  return dst;
}
",JavaScript memory v2 sample built for end-to-end LLM training and project generation.
javascript_syscall_v1,JavaScript,syscall,synthetic,True,low_level,"[""project_training"", ""javascript"", ""syscall"", ""llm_learning""]","const fs = require('fs');
fs.writeFileSync('/tmp/pid.txt', String(process.pid));
",JavaScript syscall v1 sample built for end-to-end LLM training and project generation.
javascript_syscall_v2,JavaScript,syscall,synthetic,True,low_level,"[""project_training"", ""javascript"", ""syscall"", ""llm_learning""]","const fs = require('fs');
fs.writeFileSync('/tmp/pid.txt', String(process.pid));
",JavaScript syscall v2 sample built for end-to-end LLM training and project generation.
javascript_assembly_v1,JavaScript,assembly,synthetic,True,low_level,"[""project_training"", ""javascript"", ""assembly"", ""llm_learning""]","section .text
    global _start
_start:
    mov rax, 60
    xor rdi, rdi
    syscall
",JavaScript assembly v1 sample built for end-to-end LLM training and project generation.
javascript_assembly_v2,JavaScript,assembly,synthetic,True,low_level,"[""project_training"", ""javascript"", ""assembly"", ""llm_learning""]","section .text
    global _start
_start:
    mov rax, 60
    xor rdi, rdi
    syscall
",JavaScript assembly v2 sample built for end-to-end LLM training and project generation.
javascript_binary_v1,JavaScript,binary,synthetic,True,low_level,"[""project_training"", ""javascript"", ""binary"", ""llm_learning""]",48 83 ec 08 48 89 5c 24 08 48 89 74 24 10 48 8b 5c 24 08 48 83 c4 08 c3,JavaScript binary v1 sample built for end-to-end LLM training and project generation.
javascript_binary_v2,JavaScript,binary,synthetic,True,low_level,"[""project_training"", ""javascript"", ""binary"", ""llm_learning""]",48 83 ec 08 48 89 5c 24 08 48 89 74 24 10 48 8b 5c 24 08 48 83 c4 08 c3,JavaScript binary v2 sample built for end-to-end LLM training and project generation.
javascript_ml_preprocessor_v1,JavaScript,ml_preprocessor,organic,True,core,"[""project_training"", ""javascript"", ""ml_preprocessor"", ""llm_learning""]","const normalize = values => values.map(value => Number(value) / Math.max(1, Math.max(...values)));
console.log(normalize([10, 20, 30]));
",JavaScript ml_preprocessor v1 sample built for end-to-end LLM training and project generation.
javascript_ml_preprocessor_v2,JavaScript,ml_preprocessor,organic,True,core,"[""project_training"", ""javascript"", ""ml_preprocessor"", ""llm_learning""]","const normalize = values => values.map(value => Number(value) / Math.max(1, Math.max(...values)));
console.log(normalize([10, 20, 30]));
",JavaScript ml_preprocessor v2 sample built for end-to-end LLM training and project generation.
javascript_project_full_stack_v1,JavaScript,project_full_stack,synthetic,True,core,"[""project_training"", ""javascript"", ""project_full_stack"", ""llm_learning""]","const express = require('express');
const app = express();
app.get('/', (_, res) => res.json({ status: 'ready' }));
app.listen(3000);
",JavaScript project_full_stack v1 sample built for end-to-end LLM training and project generation.
javascript_project_full_stack_v2,JavaScript,project_full_stack,synthetic,True,core,"[""project_training"", ""javascript"", ""project_full_stack"", ""llm_learning""]","const express = require('express');
const app = express();
app.get('/', (_, res) => res.json({ status: 'ready' }));
app.listen(3000);
",JavaScript project_full_stack v2 sample built for end-to-end LLM training and project generation.
javascript_project_tooling_v1,JavaScript,project_tooling,synthetic,True,core,"[""project_training"", ""javascript"", ""project_tooling"", ""llm_learning""]","const args = process.argv.slice(2);
console.log(args[0] || 'no argument');
",JavaScript project_tooling v1 sample built for end-to-end LLM training and project generation.
javascript_project_tooling_v2,JavaScript,project_tooling,synthetic,True,core,"[""project_training"", ""javascript"", ""project_tooling"", ""llm_learning""]","const args = process.argv.slice(2);
console.log(args[0] || 'no argument');
",JavaScript project_tooling v2 sample built for end-to-end LLM training and project generation.
java_project_cli_v1,Java,project_cli,synthetic,True,core,"[""project_training"", ""java"", ""project_cli"", ""llm_learning""]","public class Main {
    public static void main(String[] args) {
        int[] values = {12, 18, 21, 9, 31};
        int total = 0;
        for (int value : values) total += value;
        System.out.println(""Total: "" + total);
        System.out.println(""Average: "" + (total / (double) values.length));
    }
}
",Java project_cli v1 sample built for end-to-end LLM training and project generation.
java_project_cli_v2,Java,project_cli,synthetic,True,core,"[""project_training"", ""java"", ""project_cli"", ""llm_learning""]","public class Main {
    public static void main(String[] args) {
        int[] values = {12, 18, 21, 9, 31};
        int total = 0;
        for (int value : values) total += value;
        System.out.println(""Total: "" + total);
        System.out.println(""Average: "" + (total / (double) values.length));
    }
}
",Java project_cli v2 sample built for end-to-end LLM training and project generation.
java_project_parser_v1,Java,project_parser,organic,True,core,"[""project_training"", ""java"", ""project_parser"", ""llm_learning""]","import java.nio.file.*;
public class Main {
    public static void main(String[] args) throws Exception {
        var text = Files.readString(Path.of(""input.csv""));
        System.out.println(text.lines().count());
    }
}
",Java project_parser v1 sample built for end-to-end LLM training and project generation.
java_project_parser_v2,Java,project_parser,organic,True,core,"[""project_training"", ""java"", ""project_parser"", ""llm_learning""]","import java.nio.file.*;
public class Main {
    public static void main(String[] args) throws Exception {
        var text = Files.readString(Path.of(""input.csv""));
        System.out.println(text.lines().count());
    }
}
",Java project_parser v2 sample built for end-to-end LLM training and project generation.
java_project_data_pipeline_v1,Java,project_data_pipeline,organic,True,core,"[""project_training"", ""java"", ""project_data_pipeline"", ""llm_learning""]","public class Main {
    public static void main(String[] args) {
        String[] raw = {""1"", ""2"", """", ""NA"", ""7""};
        int count = 0;
        for (String value : raw) if (value != null && !value.isBlank() && !value.equals(""NA"")) count++;
        System.out.println(count);
    }
}
",Java project_data_pipeline v1 sample built for end-to-end LLM training and project generation.
java_project_data_pipeline_v2,Java,project_data_pipeline,organic,True,core,"[""project_training"", ""java"", ""project_data_pipeline"", ""llm_learning""]","public class Main {
    public static void main(String[] args) {
        String[] raw = {""1"", ""2"", """", ""NA"", ""7""};
        int count = 0;
        for (String value : raw) if (value != null && !value.isBlank() && !value.equals(""NA"")) count++;
        System.out.println(count);
    }
}
",Java project_data_pipeline v2 sample built for end-to-end LLM training and project generation.
java_project_api_v1,Java,project_api,synthetic,True,core,"[""project_training"", ""java"", ""project_api"", ""llm_learning""]","public class Main {
    public static void main(String[] args) {
        System.out.println(""API ready"");
    }
}
",Java project_api v1 sample built for end-to-end LLM training and project generation.
java_project_api_v2,Java,project_api,synthetic,True,core,"[""project_training"", ""java"", ""project_api"", ""llm_learning""]","public class Main {
    public static void main(String[] args) {
        System.out.println(""API ready"");
    }
}
",Java project_api v2 sample built for end-to-end LLM training and project generation.
java_project_http_service_v1,Java,project_http_service,synthetic,True,core,"[""project_training"", ""java"", ""project_http_service"", ""llm_learning""]","public class Main {
    public static void main(String[] args) {
        System.out.println(""HTTP service stub"");
    }
}
",Java project_http_service v1 sample built for end-to-end LLM training and project generation.
java_project_http_service_v2,Java,project_http_service,synthetic,True,core,"[""project_training"", ""java"", ""project_http_service"", ""llm_learning""]","public class Main {
    public static void main(String[] args) {
        System.out.println(""HTTP service stub"");
    }
}
",Java project_http_service v2 sample built for end-to-end LLM training and project generation.
java_project_file_system_v1,Java,project_file_system,organic,True,core,"[""project_training"", ""java"", ""project_file_system"", ""llm_learning""]","import java.io.File;
public class Main {
    public static void main(String[] args) {
        File dir = new File(""."");
        for (String name : dir.list()) if (name.endsWith("".java"")) System.out.println(name);
    }
}
",Java project_file_system v1 sample built for end-to-end LLM training and project generation.
java_project_file_system_v2,Java,project_file_system,organic,True,core,"[""project_training"", ""java"", ""project_file_system"", ""llm_learning""]","import java.io.File;
public class Main {
    public static void main(String[] args) {
        File dir = new File(""."");
        for (String name : dir.list()) if (name.endsWith("".java"")) System.out.println(name);
    }
}
",Java project_file_system v2 sample built for end-to-end LLM training and project generation.
java_project_database_v1,Java,project_database,organic,True,core,"[""project_training"", ""java"", ""project_database"", ""llm_learning""]","import java.sql.*;
public class Main {
    public static void main(String[] args) throws Exception {
        Connection conn = DriverManager.getConnection(""jdbc:sqlite:app.db"");
        Statement st = conn.createStatement();
        st.execute(""CREATE TABLE IF NOT EXISTS users (id INTEGER PRIMARY KEY, name TEXT)"");
    }
}
",Java project_database v1 sample built for end-to-end LLM training and project generation.
java_project_database_v2,Java,project_database,organic,True,core,"[""project_training"", ""java"", ""project_database"", ""llm_learning""]","import java.sql.*;
public class Main {
    public static void main(String[] args) throws Exception {
        Connection conn = DriverManager.getConnection(""jdbc:sqlite:app.db"");
        Statement st = conn.createStatement();
        st.execute(""CREATE TABLE IF NOT EXISTS users (id INTEGER PRIMARY KEY, name TEXT)"");
    }
}
",Java project_database v2 sample built for end-to-end LLM training and project generation.
java_project_scheduler_v1,Java,project_scheduler,synthetic,True,core,"[""project_training"", ""java"", ""project_scheduler"", ""llm_learning""]","import java.util.*;
public class Main {
    public static void main(String[] args) {
        Timer timer = new Timer();
        timer.schedule(new TimerTask() { public void run() { System.out.println(""tick""); } }, 5000);
    }
}
",Java project_scheduler v1 sample built for end-to-end LLM training and project generation.
java_project_scheduler_v2,Java,project_scheduler,synthetic,True,core,"[""project_training"", ""java"", ""project_scheduler"", ""llm_learning""]","import java.util.*;
public class Main {
    public static void main(String[] args) {
        Timer timer = new Timer();
        timer.schedule(new TimerTask() { public void run() { System.out.println(""tick""); } }, 5000);
    }
}
",Java project_scheduler v2 sample built for end-to-end LLM training and project generation.
java_memory_v1,Java,memory,synthetic,True,low_level,"[""project_training"", ""java"", ""memory"", ""llm_learning""]","public class BufferCopy {
    static void copy(byte[] src, byte[] dst) {
        System.arraycopy(src, 0, dst, 0, src.length);
    }
}
",Java memory v1 sample built for end-to-end LLM training and project generation.
java_memory_v2,Java,memory,synthetic,True,low_level,"[""project_training"", ""java"", ""memory"", ""llm_learning""]","public class BufferCopy {
    static void copy(byte[] src, byte[] dst) {
        System.arraycopy(src, 0, dst, 0, src.length);
    }
}
",Java memory v2 sample built for end-to-end LLM training and project generation.
java_syscall_v1,Java,syscall,synthetic,True,low_level,"[""project_training"", ""java"", ""syscall"", ""llm_learning""]","import java.io.*;
public class Main {
    public static void main(String[] args) throws Exception {
        new FileWriter(""/tmp/pid.txt"").write(String.valueOf(java.lang.ProcessHandle.current().pid()));
    }
}
",Java syscall v1 sample built for end-to-end LLM training and project generation.
java_syscall_v2,Java,syscall,synthetic,True,low_level,"[""project_training"", ""java"", ""syscall"", ""llm_learning""]","import java.io.*;
public class Main {
    public static void main(String[] args) throws Exception {
        new FileWriter(""/tmp/pid.txt"").write(String.valueOf(java.lang.ProcessHandle.current().pid()));
    }
}
",Java syscall v2 sample built for end-to-end LLM training and project generation.
java_assembly_v1,Java,assembly,synthetic,True,low_level,"[""project_training"", ""java"", ""assembly"", ""llm_learning""]","section .text
    global main
main:
    mov eax, 1
    xor ebx, ebx
    int 0x80
",Java assembly v1 sample built for end-to-end LLM training and project generation.
java_assembly_v2,Java,assembly,synthetic,True,low_level,"[""project_training"", ""java"", ""assembly"", ""llm_learning""]","section .text
    global main
main:
    mov eax, 1
    xor ebx, ebx
    int 0x80
",Java assembly v2 sample built for end-to-end LLM training and project generation.
java_binary_v1,Java,binary,synthetic,True,low_level,"[""project_training"", ""java"", ""binary"", ""llm_learning""]",55 48 89 e5 48 83 ec 10 89 7d fc 8b 45 fc 83 c0 01 89 45 fc eb e7 8b 45 fc 5d c3,Java binary v1 sample built for end-to-end LLM training and project generation.
java_binary_v2,Java,binary,synthetic,True,low_level,"[""project_training"", ""java"", ""binary"", ""llm_learning""]",55 48 89 e5 48 83 ec 10 89 7d fc 8b 45 fc 83 c0 01 89 45 fc eb e7 8b 45 fc 5d c3,Java binary v2 sample built for end-to-end LLM training and project generation.
java_ml_preprocessor_v1,Java,ml_preprocessor,organic,True,core,"[""project_training"", ""java"", ""ml_preprocessor"", ""llm_learning""]","public class Main {
    public static void main(String[] args) {
        int[] values = {10, 20, 30};
        for (int i = 0; i < values.length; i++) values[i] = values[i] / 10;
        System.out.println(java.util.Arrays.toString(values));
    }
}
",Java ml_preprocessor v1 sample built for end-to-end LLM training and project generation.
java_ml_preprocessor_v2,Java,ml_preprocessor,organic,True,core,"[""project_training"", ""java"", ""ml_preprocessor"", ""llm_learning""]","public class Main {
    public static void main(String[] args) {
        int[] values = {10, 20, 30};
        for (int i = 0; i < values.length; i++) values[i] = values[i] / 10;
        System.out.println(java.util.Arrays.toString(values));
    }
}
",Java ml_preprocessor v2 sample built for end-to-end LLM training and project generation.
java_project_full_stack_v1,Java,project_full_stack,synthetic,True,core,"[""project_training"", ""java"", ""project_full_stack"", ""llm_learning""]","public class Main {
    public static void main(String[] args) {
        System.out.println(""Full-stack app stub"");
    }
}
",Java project_full_stack v1 sample built for end-to-end LLM training and project generation.
java_project_full_stack_v2,Java,project_full_stack,synthetic,True,core,"[""project_training"", ""java"", ""project_full_stack"", ""llm_learning""]","public class Main {
    public static void main(String[] args) {
        System.out.println(""Full-stack app stub"");
    }
}
",Java project_full_stack v2 sample built for end-to-end LLM training and project generation.
java_project_tooling_v1,Java,project_tooling,synthetic,True,core,"[""project_training"", ""java"", ""project_tooling"", ""llm_learning""]","public class Main {
    public static void main(String[] args) {
        System.out.println(args.length > 0 ? args[0] : ""no argument"");
    }
}
",Java project_tooling v1 sample built for end-to-end LLM training and project generation.
java_project_tooling_v2,Java,project_tooling,synthetic,True,core,"[""project_training"", ""java"", ""project_tooling"", ""llm_learning""]","public class Main {
    public static void main(String[] args) {
        System.out.println(args.length > 0 ? args[0] : ""no argument"");
    }
}
",Java project_tooling v2 sample built for end-to-end LLM training and project generation.
csharp_project_cli_v1,C#,project_cli,synthetic,True,core,"[""project_training"", ""c#"", ""project_cli"", ""llm_learning""]","using System;
class Program {
    static void Main() {
        int[] values = { 12, 18, 21, 9, 31 };
        int total = 0;
        foreach (var value in values) total += value;
        Console.WriteLine($""Total: {total}"");
        Console.WriteLine($""Average: {total / (double)values.Length:F2}"");
    }
}
",C# project_cli v1 sample built for end-to-end LLM training and project generation.
